"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","17210887","Atp6v1h","108664","ATPase, H+ transporting, lysosomal V1 subunit H",-0.463021070282144,7.89733033545432,-1.64744309865777,0.127027662802196,0.537095767673107,-4.90929442453254
"2","17210984","Pcmtd1","319263","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1",-0.0657772046546228,8.66351715583246,-0.279736908772539,0.784744770178368,0.933157476616823,-6.12946862102557
"3","17211000","Rrs1","59014","ribosome biogenesis regulator 1",0.0377259762574944,5.52935197275634,0.0802908052678405,0.937413446064936,0.985157203930701,-6.1667350796072
"4","17211131","Prex2","109294","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",0.0928311292161688,8.78830145129257,0.40521761678586,0.692900300340292,0.895744170647164,-6.08518435797246
"5","17211174","A830018L16Rik","320492","RIKEN cDNA A830018L16 gene",-0.047771168431888,5.09580817057072,-0.101503691588342,0.920933288544893,0.979749004631198,-6.16472738607233
"6","17211258","Rdh10","98711","retinol dehydrogenase 10 (all-trans)",0.197628290910287,6.23830917614575,0.754367366498367,0.46609276938968,0.785801052382469,-5.88114639167855
"7","17211286","Ly96","17087","lymphocyte antigen 96",-0.217879657213519,8.43903441373474,-0.385615827933135,0.706957646909279,0.899354661077706,-6.09314578660345
"8","17211396","Tmem14a","75712","transmembrane protein 14A",-0.397651916573811,3.49858401007631,-0.980536453827166,0.347393311693324,0.717728993545295,-5.69023967847521
"9","17211405","Gsta3","14859","glutathione S-transferase, alpha 3",-0.426427558027897,4.86711900598082,-0.812420672419294,0.433369251089503,0.771961785226235,-5.83631002703044
"10","17211700","Imp4","27993","IMP4, U3 small nucleolar ribonucleoprotein",0.0165516548829636,8.60090331368295,0.0875903729757563,0.931738603671618,0.983240398016815,-6.16609700879929
"11","17211713","Ptpn18","19253","protein tyrosine phosphatase, non-receptor type 18",-0.274520642450513,4.54839030979131,-0.926422230392283,0.373631916769475,0.732694701673408,-5.73981953747001
"12","17211774","Plekhb2","226971","pleckstrin homology domain containing, family B (evectins) member 2",-0.458540622227621,7.28708916065476,-1.88692321806969,0.0851735407550704,0.472528921871771,-4.56825741168633
"13","17211790","Hs6st1","50785","heparan sulfate 6-O-sulfotransferase 1",0.155908944340068,7.71911374788877,0.533058700790226,0.604340964365109,0.854678512122097,-6.02395800568033
"14","17211795","Arid5a","214855","AT rich interactive domain 5A (MRF1-like)",0.623323470355217,4.73780688747631,0.916573532241496,0.378554071979179,0.735729238238016,-5.74858592829617
"15","17211822","Cnnm4","94220","cyclin M4",0.15865346439764,4.97763894160967,0.491161714524842,0.632732814087006,0.864818933658162,-6.0457849995937
